,subject_id,condition,choice,rt,m1,presentation01,last_stage_favours,p0,g1,p1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
26,11-TwoStageMixtureNoScaling,exp_60,0.0,1.9248,0.62,0.0,0.0,0.41,0.6,0.21,0.18,0.4,0.0,TwoStageWithin,1.0429,0.2572
27,11-TwoStageMixtureNoScaling,exp_1,1.0,1.8485,0.8300000000000001,1.0,1.0,0.79,0.5,0.49,0.53,0.5,1.0,TwoStageWithin,1.0887,0.3482
28,11-TwoStageMixtureNoScaling,exp_52,0.0,0.6901,0.82,0.0,0.0,0.49,0.6,0.32,0.6900000000000001,0.4,0.0,TwoStageWithin,1.0804,0.6569
29,11-TwoStageMixtureNoScaling,catch_6,0.0,0.5509,0.27,0.0,1.0,0.23,0.5,0.59,0.19,0.5,0.0,TwoStageWithin,0.9343,0.1468
30,11-TwoStageMixtureNoScaling,exp_114,0.0,0.8825,0.79,0.0,0.0,0.49,0.4,0.22,0.42,0.6,0.0,TwoStageWithin,1.0853,0.6443
31,11-TwoStageMixtureNoScaling,exp_68,1.0,0.4109,0.52,0.0,0.0,0.72,0.6,0.51,0.42,0.4,1.0,TwoStageWithin,1.112,0.5155
32,11-TwoStageMixtureNoScaling,exp_27,0.0,1.1169,0.3,1.0,0.0,0.3,0.5,0.17,0.2,0.5,0.0,TwoStageWithin,1.1127,0.4982
33,11-TwoStageMixtureNoScaling,exp_37,0.0,0.8736,0.32,1.0,0.0,0.79,0.5,0.7,0.2,0.5,0.0,TwoStageWithin,1.0384,0.2508
34,11-TwoStageMixtureNoScaling,exp_102,0.0,0.9722,0.6900000000000001,0.0,1.0,0.58,0.6,0.38,0.49,0.4,0.0,TwoStageWithin,1.0638,0.2918
35,11-TwoStageMixtureNoScaling,exp_82,0.0,0.9522,0.8099999999999999,0.0,0.0,0.61,0.4,0.29,0.22,0.6,0.0,TwoStageWithin,0.9493,0.1581
36,11-TwoStageMixtureNoScaling,exp_67,1.0,0.4654,0.52,1.0,0.0,0.72,0.5,0.51,0.42,0.5,1.0,TwoStageWithin,1.1071,0.5607
37,11-TwoStageMixtureNoScaling,catch_5,0.0,0.1869,0.43,1.0,1.0,0.4,0.5,0.49,0.32,0.5,0.0,TwoStageWithin,1.0116,0.2166
38,11-TwoStageMixtureNoScaling,exp_59,0.0,1.482,0.62,1.0,0.0,0.41,0.5,0.21,0.18,0.5,0.0,TwoStageWithin,1.0249,0.2326
39,11-TwoStageMixtureNoScaling,exp_29,1.0,0.3952,0.3,1.0,0.0,0.3,0.5,0.17,0.2,0.5,1.0,TwoStageWithin,1.1127,0.4982
40,11-TwoStageMixtureNoScaling,catch_8,0.0,0.7298,0.5,0.0,1.0,0.22,0.5,0.32,0.37,0.5,0.0,TwoStageWithin,0.9726,0.1774
41,11-TwoStageMixtureNoScaling,exp_3,1.0,0.4677,0.8300000000000001,1.0,0.0,0.79,0.5,0.49,0.53,0.5,1.0,TwoStageWithin,1.0887,0.3482
42,11-TwoStageMixtureNoScaling,catch_2,0.0,0.8103,0.4,0.0,1.0,0.38,0.5,0.6,0.22,0.5,0.0,TwoStageWithin,0.7867,0.0702
43,11-TwoStageMixtureNoScaling,exp_26,0.0,0.6123,0.3,0.0,0.0,0.3,0.4,0.17,0.2,0.6,0.0,TwoStageWithin,1.1008,0.5925
44,11-TwoStageMixtureNoScaling,exp_80,0.0,1.4076,0.8099999999999999,0.0,1.0,0.61,0.4,0.29,0.22,0.6,0.0,TwoStageWithin,0.8406,0.0926
45,11-TwoStageMixtureNoScaling,exp_88,1.0,0.6829,0.4,0.0,1.0,0.5,0.4,0.38,0.3,0.6,1.0,TwoStageWithin,1.1087,0.4303
46,11-TwoStageMixtureNoScaling,exp_108,1.0,1.5833,0.3,0.0,0.0,0.78,0.6,0.4,0.21,0.4,1.0,TwoStageWithin,1.0988,0.6007
47,11-TwoStageMixtureNoScaling,exp_115,1.0,0.4249,0.79,1.0,0.0,0.49,0.5,0.22,0.42,0.5,1.0,TwoStageWithin,1.1127,0.487
48,11-TwoStageMixtureNoScaling,exp_73,1.0,0.8336,0.6799999999999999,1.0,1.0,0.8,0.5,0.2,0.4,0.5,1.0,TwoStageWithin,0.8568,0.8966
49,11-TwoStageMixtureNoScaling,exp_47,0.0,0.332,0.79,1.0,1.0,0.81,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageWithin,0.4986,0.0091
50,11-TwoStageMixtureNoScaling,exp_104,1.0,0.5646,0.3,0.0,1.0,0.78,0.4,0.4,0.21,0.6,1.0,TwoStageWithin,1.1084,0.5522
51,11-TwoStageMixtureNoScaling,exp_94,0.0,0.3855,0.4,0.0,1.0,0.5,0.6,0.38,0.3,0.4,0.0,TwoStageWithin,1.0776,0.32
52,11-TwoStageMixtureNoScaling,exp_43,0.0,0.2068,0.79,1.0,0.0,0.81,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageWithin,0.4986,0.0091
53,11-TwoStageMixtureNoScaling,exp_25,1.0,1.9044,0.3,1.0,1.0,0.3,0.5,0.17,0.2,0.5,1.0,TwoStageWithin,1.1127,0.4982
54,11-TwoStageMixtureNoScaling,exp_36,0.0,1.3393,0.32,0.0,0.0,0.79,0.6,0.7,0.2,0.4,0.0,TwoStageWithin,1.0414,0.2551
55,11-TwoStageMixtureNoScaling,exp_20,1.0,0.5757,0.8300000000000001,0.0,0.0,0.28,0.6,0.17,0.43,0.4,1.0,TwoStageWithin,1.0883,0.3469
56,11-TwoStageMixtureNoScaling,catch_1,0.0,0.502,0.5900000000000001,1.0,1.0,0.29,0.5,0.41,0.42,0.5,0.0,TwoStageWithin,0.8977,0.1228
57,11-TwoStageMixtureNoScaling,exp_78,0.0,0.5398,0.6799999999999999,0.0,1.0,0.8,0.6,0.2,0.4,0.4,0.0,TwoStageWithin,0.9789,0.8085
58,11-TwoStageMixtureNoScaling,exp_40,0.0,1.4307,0.79,0.0,1.0,0.81,0.4,0.48,0.1699999999999999,0.6,0.0,TwoStageWithin,0.5149,0.0107
59,11-TwoStageMixtureNoScaling,exp_9,1.0,1.4159,0.5,1.0,1.0,0.7,0.5,0.29,0.18,0.5,1.0,TwoStageWithin,1.0791,0.3236
60,11-TwoStageMixtureNoScaling,exp_117,0.0,0.8725,0.79,1.0,0.0,0.49,0.5,0.22,0.42,0.5,0.0,TwoStageWithin,1.1127,0.487
61,11-TwoStageMixtureNoScaling,catch_3,0.0,0.4096,0.6799999999999999,1.0,1.0,0.19,0.5,0.38,0.58,0.5,0.0,TwoStageWithin,0.8225,0.0845
62,11-TwoStageMixtureNoScaling,exp_89,0.0,0.8411,0.4,1.0,1.0,0.5,0.5,0.38,0.3,0.5,0.0,TwoStageWithin,1.1106,0.4461
63,11-TwoStageMixtureNoScaling,exp_96,1.0,1.4678,0.6900000000000001,0.0,1.0,0.58,0.4,0.38,0.49,0.6,1.0,TwoStageWithin,1.1114,0.5248
64,11-TwoStageMixtureNoScaling,exp_69,1.0,1.1356,0.52,1.0,0.0,0.72,0.5,0.51,0.42,0.5,1.0,TwoStageWithin,1.1071,0.5607
65,11-TwoStageMixtureNoScaling,exp_15,0.0,1.0869,0.5,1.0,1.0,0.7,0.5,0.29,0.18,0.5,0.0,TwoStageWithin,1.0791,0.3236
66,11-TwoStageMixtureNoScaling,catch_0,0.0,0.223,0.3,0.0,1.0,0.19,0.5,0.72,0.2,0.5,0.0,TwoStageWithin,0.7887,0.0709
67,11-TwoStageMixtureNoScaling,exp_46,0.0,0.2031,0.79,0.0,1.0,0.81,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageWithin,0.4318,0.0042
68,11-TwoStageMixtureNoScaling,exp_58,0.0,2.2681,0.62,0.0,0.0,0.41,0.4,0.21,0.18,0.6,0.0,TwoStageWithin,1.0803,0.3264
69,11-TwoStageMixtureNoScaling,exp_13,0.0,0.69,0.5,1.0,0.0,0.7,0.5,0.29,0.18,0.5,0.0,TwoStageWithin,1.0791,0.3236
70,11-TwoStageMixtureNoScaling,exp_112,0.0,2.3728,0.79,0.0,1.0,0.49,0.4,0.22,0.42,0.6,0.0,TwoStageWithin,1.1127,0.4969
71,11-TwoStageMixtureNoScaling,exp_0,1.0,0.32,0.8300000000000001,0.0,1.0,0.79,0.4,0.49,0.53,0.6,1.0,TwoStageWithin,1.1118,0.4613
72,11-TwoStageMixtureNoScaling,exp_61,0.0,0.3326,0.62,1.0,0.0,0.41,0.5,0.21,0.18,0.5,0.0,TwoStageWithin,1.0249,0.2326
73,11-TwoStageMixtureNoScaling,exp_12,0.0,0.7272,0.5,0.0,0.0,0.7,0.6,0.29,0.18,0.4,0.0,TwoStageWithin,1.0873,0.3442
74,11-TwoStageMixtureNoScaling,exp_72,0.0,3.4664,0.6799999999999999,0.0,1.0,0.8,0.4,0.2,0.4,0.6,0.0,TwoStageWithin,0.8406,0.9049
75,11-TwoStageMixtureNoScaling,exp_16,0.0,1.5541,0.8300000000000001,0.0,1.0,0.28,0.4,0.17,0.43,0.6,0.0,TwoStageWithin,1.0776,0.3201
76,11-TwoStageMixtureNoScaling,exp_28,0.0,0.2839,0.3,0.0,0.0,0.3,0.6,0.17,0.2,0.4,0.0,TwoStageWithin,1.1082,0.5537
77,11-TwoStageMixtureNoScaling,exp_86,0.0,0.1061,0.8099999999999999,0.0,1.0,0.61,0.6,0.29,0.22,0.4,0.0,TwoStageWithin,0.7252,0.05
78,11-TwoStageMixtureNoScaling,exp_65,1.0,0.874,0.52,1.0,1.0,0.72,0.5,0.51,0.42,0.5,1.0,TwoStageWithin,1.1071,0.5607
79,11-TwoStageMixtureNoScaling,exp_39,0.0,0.8439,0.32,1.0,1.0,0.79,0.5,0.7,0.2,0.5,0.0,TwoStageWithin,1.0384,0.2508
80,11-TwoStageMixtureNoScaling,exp_48,1.0,1.5112,0.82,0.0,1.0,0.49,0.4,0.32,0.6900000000000001,0.6,1.0,TwoStageWithin,1.0119,0.7725
81,11-TwoStageMixtureNoScaling,exp_97,1.0,1.2006,0.6900000000000001,1.0,1.0,0.58,0.5,0.38,0.49,0.5,1.0,TwoStageWithin,1.1126,0.4767
82,11-TwoStageMixtureNoScaling,exp_14,0.0,2.3745,0.5,0.0,1.0,0.7,0.6,0.29,0.18,0.4,0.0,TwoStageWithin,1.0173,0.2233
83,11-TwoStageMixtureNoScaling,exp_41,0.0,0.1983,0.79,1.0,1.0,0.81,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageWithin,0.4986,0.0091
84,11-TwoStageMixtureNoScaling,exp_17,0.0,1.5731,0.8300000000000001,1.0,1.0,0.28,0.5,0.17,0.43,0.5,0.0,TwoStageWithin,1.0832,0.3334
85,11-TwoStageMixtureNoScaling,exp_2,0.0,2.3324,0.8300000000000001,0.0,0.0,0.79,0.4,0.49,0.53,0.6,0.0,TwoStageWithin,1.0962,0.6105
86,11-TwoStageMixtureNoScaling,exp_56,0.0,0.4911,0.62,0.0,1.0,0.41,0.4,0.21,0.18,0.6,0.0,TwoStageWithin,1.0054,0.2096
87,11-TwoStageMixtureNoScaling,exp_85,0.0,1.312,0.8099999999999999,1.0,0.0,0.61,0.5,0.29,0.22,0.5,0.0,TwoStageWithin,0.8362,0.0906
88,11-TwoStageMixtureNoScaling,exp_5,1.0,0.9828,0.8300000000000001,1.0,0.0,0.79,0.5,0.49,0.53,0.5,1.0,TwoStageWithin,1.0887,0.3482
89,11-TwoStageMixtureNoScaling,exp_106,1.0,1.1107,0.3,0.0,0.0,0.78,0.4,0.4,0.21,0.6,1.0,TwoStageWithin,1.0635,0.694
90,11-TwoStageMixtureNoScaling,exp_24,1.0,0.3205,0.3,0.0,1.0,0.3,0.4,0.17,0.2,0.6,1.0,TwoStageWithin,1.1102,0.4429
91,11-TwoStageMixtureNoScaling,exp_77,1.0,0.3097,0.6799999999999999,1.0,0.0,0.8,0.5,0.2,0.4,0.5,1.0,TwoStageWithin,0.8568,0.8966
92,11-TwoStageMixtureNoScaling,exp_81,0.0,1.8205,0.8099999999999999,1.0,1.0,0.61,0.5,0.29,0.22,0.5,0.0,TwoStageWithin,0.8362,0.0906
93,11-TwoStageMixtureNoScaling,exp_110,1.0,1.7791,0.3,0.0,1.0,0.78,0.6,0.4,0.21,0.4,1.0,TwoStageWithin,1.111,0.4512
94,11-TwoStageMixtureNoScaling,exp_51,0.0,0.5742,0.82,1.0,0.0,0.49,0.5,0.32,0.6900000000000001,0.5,0.0,TwoStageWithin,1.0501,0.718
95,11-TwoStageMixtureNoScaling,exp_119,1.0,0.5248,0.79,1.0,1.0,0.49,0.5,0.22,0.42,0.5,1.0,TwoStageWithin,1.1127,0.487
96,11-TwoStageMixtureNoScaling,exp_33,0.0,0.7924,0.32,1.0,1.0,0.79,0.5,0.7,0.2,0.5,0.0,TwoStageWithin,1.0384,0.2508
97,11-TwoStageMixtureNoScaling,exp_55,1.0,0.9002,0.82,1.0,1.0,0.49,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageWithin,1.0501,0.718
98,11-TwoStageMixtureNoScaling,exp_49,1.0,0.5056,0.82,1.0,1.0,0.49,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageWithin,1.0501,0.718
99,11-TwoStageMixtureNoScaling,catch_13,0.0,0.9409,0.2799999999999999,1.0,1.0,0.21,0.5,0.52,0.18,0.5,0.0,TwoStageWithin,0.9972,0.201
100,11-TwoStageMixtureNoScaling,exp_31,0.0,0.3771,0.3,1.0,1.0,0.3,0.5,0.17,0.2,0.5,0.0,TwoStageWithin,1.1127,0.4982
101,11-TwoStageMixtureNoScaling,catch_16,0.0,1.3809,0.78,0.0,1.0,0.32,0.5,0.37,0.6799999999999999,0.5,0.0,TwoStageWithin,0.9626,0.1688
102,11-TwoStageMixtureNoScaling,exp_54,1.0,2.8884,0.82,0.0,1.0,0.49,0.6,0.32,0.6900000000000001,0.4,1.0,TwoStageWithin,1.1123,0.5106
103,11-TwoStageMixtureNoScaling,catch_11,0.0,1.0812,0.5,1.0,1.0,0.18,0.5,0.58,0.1699999999999999,0.5,0.0,TwoStageWithin,0.5956,0.0214
104,11-TwoStageMixtureNoScaling,exp_44,0.0,0.8823,0.79,0.0,0.0,0.81,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageWithin,0.4831,0.0078
105,11-TwoStageMixtureNoScaling,exp_21,0.0,0.217,0.8300000000000001,1.0,0.0,0.28,0.5,0.17,0.43,0.5,0.0,TwoStageWithin,1.0832,0.3334
106,11-TwoStageMixtureNoScaling,catch_17,0.0,0.9966,0.3,1.0,1.0,0.4,0.5,0.68,0.22,0.5,0.0,TwoStageWithin,0.9713,0.1763
107,11-TwoStageMixtureNoScaling,exp_4,1.0,0.6157,0.8300000000000001,0.0,0.0,0.79,0.6,0.49,0.53,0.4,1.0,TwoStageWithin,1.0378,0.2498
108,11-TwoStageMixtureNoScaling,exp_75,0.0,0.5061,0.6799999999999999,1.0,0.0,0.8,0.5,0.2,0.4,0.5,0.0,TwoStageWithin,0.8568,0.8966
109,11-TwoStageMixtureNoScaling,exp_63,0.0,0.694,0.62,1.0,1.0,0.41,0.5,0.21,0.18,0.5,0.0,TwoStageWithin,1.0249,0.2326
110,11-TwoStageMixtureNoScaling,exp_95,0.0,1.0006,0.4,1.0,1.0,0.5,0.5,0.38,0.3,0.5,0.0,TwoStageWithin,1.1106,0.4461
111,11-TwoStageMixtureNoScaling,exp_66,0.0,1.043,0.52,0.0,0.0,0.72,0.4,0.51,0.42,0.6,0.0,TwoStageWithin,1.037,0.7388
112,11-TwoStageMixtureNoScaling,exp_103,1.0,0.3971,0.6900000000000001,1.0,1.0,0.58,0.5,0.38,0.49,0.5,1.0,TwoStageWithin,1.1126,0.4767
113,11-TwoStageMixtureNoScaling,catch_18,0.0,0.4003,0.38,0.0,1.0,0.19,0.5,0.37,0.31,0.5,0.0,TwoStageWithin,0.987,0.1908
114,11-TwoStageMixtureNoScaling,exp_38,0.0,1.1203,0.32,0.0,1.0,0.79,0.6,0.7,0.2,0.4,0.0,TwoStageWithin,0.9486,0.1575
115,11-TwoStageMixtureNoScaling,catch_14,0.0,0.6699,0.79,0.0,1.0,0.22,0.5,0.28,0.41,0.5,0.0,TwoStageWithin,0.7708,0.0645
116,11-TwoStageMixtureNoScaling,exp_109,1.0,2.8399,0.3,1.0,0.0,0.78,0.5,0.4,0.21,0.5,1.0,TwoStageWithin,1.1043,0.5766
117,11-TwoStageMixtureNoScaling,exp_83,0.0,1.408,0.8099999999999999,1.0,0.0,0.61,0.5,0.29,0.22,0.5,0.0,TwoStageWithin,0.8362,0.0906
118,11-TwoStageMixtureNoScaling,exp_79,0.0,0.6311,0.6799999999999999,1.0,1.0,0.8,0.5,0.2,0.4,0.5,0.0,TwoStageWithin,0.8568,0.8966
119,11-TwoStageMixtureNoScaling,exp_6,0.0,1.1152,0.8300000000000001,0.0,1.0,0.79,0.6,0.49,0.53,0.4,0.0,TwoStageWithin,0.9437,0.1538
120,11-TwoStageMixtureNoScaling,exp_70,0.0,2.1471,0.52,0.0,1.0,0.72,0.6,0.51,0.42,0.4,0.0,TwoStageWithin,1.0953,0.3683
121,11-TwoStageMixtureNoScaling,catch_15,0.0,0.6896,0.49,1.0,1.0,0.22,0.5,0.49,0.3,0.5,0.0,TwoStageWithin,0.7844,0.0693
122,11-TwoStageMixtureNoScaling,catch_19,0.0,0.8705,0.48,1.0,1.0,0.48,0.5,0.59,0.31,0.5,0.0,TwoStageWithin,0.8657,0.1049
123,11-TwoStageMixtureNoScaling,exp_11,0.0,0.9521,0.5,1.0,0.0,0.7,0.5,0.29,0.18,0.5,0.0,TwoStageWithin,1.0791,0.3236
124,11-TwoStageMixtureNoScaling,catch_12,0.0,1.769,0.6,0.0,1.0,0.23,0.5,0.47,0.5,0.5,0.0,TwoStageWithin,0.7317,0.0519
125,11-TwoStageMixtureNoScaling,exp_100,0.0,0.7125,0.6900000000000001,0.0,0.0,0.58,0.6,0.38,0.49,0.4,0.0,TwoStageWithin,1.1085,0.4291
126,11-TwoStageMixtureNoScaling,exp_111,1.0,0.309,0.3,1.0,1.0,0.78,0.5,0.4,0.21,0.5,1.0,TwoStageWithin,1.1043,0.5766
127,11-TwoStageMixtureNoScaling,exp_62,0.0,0.1506,0.62,0.0,1.0,0.41,0.6,0.21,0.18,0.4,0.0,TwoStageWithin,0.9505,0.159
128,11-TwoStageMixtureNoScaling,exp_92,0.0,1.0315,0.4,0.0,0.0,0.5,0.6,0.38,0.3,0.4,0.0,TwoStageWithin,1.1119,0.462
129,11-TwoStageMixtureNoScaling,exp_71,1.0,0.4106,0.52,1.0,1.0,0.72,0.5,0.51,0.42,0.5,1.0,TwoStageWithin,1.1071,0.5607
130,11-TwoStageMixtureNoScaling,catch_10,0.0,0.2746,0.32,0.0,1.0,0.31,0.5,0.51,0.1699999999999999,0.5,0.0,TwoStageWithin,0.9239,0.1396
131,11-TwoStageMixtureNoScaling,exp_7,1.0,1.6538,0.8300000000000001,1.0,1.0,0.79,0.5,0.49,0.53,0.5,1.0,TwoStageWithin,1.0887,0.3482
132,11-TwoStageMixtureNoScaling,exp_34,1.0,0.71,0.32,0.0,0.0,0.79,0.4,0.7,0.2,0.6,1.0,TwoStageWithin,1.0969,0.3739
133,11-TwoStageMixtureNoScaling,exp_105,1.0,0.2935,0.3,1.0,1.0,0.78,0.5,0.4,0.21,0.5,1.0,TwoStageWithin,1.1043,0.5766
134,11-TwoStageMixtureNoScaling,exp_93,0.0,3.9862,0.4,1.0,0.0,0.5,0.5,0.38,0.3,0.5,0.0,TwoStageWithin,1.1106,0.4461
135,11-TwoStageMixtureNoScaling,exp_118,0.0,1.4681,0.79,0.0,1.0,0.49,0.6,0.22,0.42,0.4,0.0,TwoStageWithin,1.0832,0.3333
136,11-TwoStageMixtureNoScaling,exp_32,0.0,2.1145,0.32,0.0,1.0,0.79,0.4,0.7,0.2,0.6,0.0,TwoStageWithin,1.0354,0.2465
137,11-TwoStageMixtureNoScaling,exp_76,1.0,0.6087,0.6799999999999999,0.0,0.0,0.8,0.6,0.2,0.4,0.4,1.0,TwoStageWithin,0.8729,0.8878
