,subject_id,condition,choice,rt,m1,presentation01,last_stage_favours,gp,p0,gm,g1,p1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
21,3-TwoStageMixtureNoScaling,exp_107,1.0,0.717,0.3,1.0,0.0,0.6,0.78,0.4,0.5,0.4,0.21,0.5,1.0,TwoStageMixtureNoScaling,0.4041,0.9961
22,3-TwoStageMixtureNoScaling,catch_4,0.0,0.3869,0.73,0.0,1.0,0.5,0.19,0.5,0.5,0.31,0.4,0.5,0.0,TwoStageMixtureNoScaling,0.3999,0.0037
23,3-TwoStageMixtureNoScaling,exp_10,1.0,0.1671,0.5,0.0,0.0,0.5,0.7,0.5,0.4,0.29,0.18,0.6,1.0,TwoStageMixtureNoScaling,0.3083,0.9993
24,3-TwoStageMixtureNoScaling,exp_37,1.0,1.9626,0.32,1.0,0.0,0.4,0.79,0.6,0.5,0.7,0.2,0.5,1.0,TwoStageMixtureNoScaling,1.0069,0.7163
25,3-TwoStageMixtureNoScaling,catch_9,0.0,0.2716,0.4,1.0,1.0,0.5,0.48,0.5,0.5,0.72,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.4465,0.0068
26,3-TwoStageMixtureNoScaling,exp_80,1.0,0.3793,0.8099999999999999,0.0,1.0,0.5,0.61,0.5,0.4,0.29,0.22,0.6,1.0,TwoStageMixtureNoScaling,0.4768,0.9905
27,3-TwoStageMixtureNoScaling,exp_59,1.0,0.3962,0.62,1.0,0.0,0.6,0.41,0.4,0.5,0.21,0.18,0.5,1.0,TwoStageMixtureNoScaling,0.4619,0.9919
28,3-TwoStageMixtureNoScaling,exp_64,1.0,0.4663,0.52,0.0,1.0,0.5,0.72,0.5,0.4,0.51,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.6886,0.9495
29,3-TwoStageMixtureNoScaling,exp_67,1.0,0.7095,0.52,1.0,0.0,0.6,0.72,0.4,0.5,0.51,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.6382,0.9634
30,3-TwoStageMixtureNoScaling,catch_7,0.0,0.9482,0.52,1.0,1.0,0.5,0.28,0.5,0.5,0.48,0.21,0.5,0.0,TwoStageMixtureNoScaling,0.3799,0.0027
31,3-TwoStageMixtureNoScaling,exp_99,1.0,0.4684,0.6900000000000001,1.0,0.0,0.6,0.58,0.4,0.5,0.38,0.49,0.5,1.0,TwoStageMixtureNoScaling,0.5837,0.9752
32,3-TwoStageMixtureNoScaling,exp_35,0.0,0.8048,0.32,1.0,0.0,0.6,0.79,0.4,0.5,0.7,0.2,0.5,0.0,TwoStageMixtureNoScaling,1.0069,0.7163
33,3-TwoStageMixtureNoScaling,catch_2,0.0,0.5161,0.4,0.0,1.0,0.5,0.38,0.5,0.5,0.6,0.22,0.5,0.0,TwoStageMixtureNoScaling,0.4254,0.0052
34,3-TwoStageMixtureNoScaling,catch_6,0.0,0.3691,0.27,0.0,1.0,0.5,0.23,0.5,0.5,0.59,0.19,0.5,0.0,TwoStageMixtureNoScaling,0.2689,0.0002
35,3-TwoStageMixtureNoScaling,exp_73,1.0,0.2115,0.6799999999999999,1.0,1.0,0.6,0.8,0.4,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2406,0.9999
36,3-TwoStageMixtureNoScaling,exp_43,1.0,0.5764,0.79,1.0,0.0,0.6,0.81,0.4,0.5,0.48,0.1699999999999999,0.5,1.0,TwoStageMixtureNoScaling,0.8183,0.8956
37,3-TwoStageMixtureNoScaling,exp_58,1.0,0.3099,0.62,0.0,0.0,0.5,0.41,0.5,0.4,0.21,0.18,0.6,1.0,TwoStageMixtureNoScaling,0.4029,0.9962
38,3-TwoStageMixtureNoScaling,exp_8,1.0,0.5435,0.5,0.0,1.0,0.5,0.7,0.5,0.4,0.29,0.18,0.6,1.0,TwoStageMixtureNoScaling,0.3669,0.9978
39,3-TwoStageMixtureNoScaling,exp_113,1.0,0.8721,0.79,1.0,1.0,0.6,0.49,0.4,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.4407,0.9937
40,3-TwoStageMixtureNoScaling,exp_23,1.0,0.3507,0.8300000000000001,1.0,1.0,0.4,0.28,0.6,0.5,0.17,0.43,0.5,1.0,TwoStageMixtureNoScaling,0.7243,0.9376
41,3-TwoStageMixtureNoScaling,exp_46,1.0,1.3226,0.79,0.0,1.0,0.5,0.81,0.5,0.6,0.48,0.1699999999999999,0.4,1.0,TwoStageMixtureNoScaling,1.0024,0.7239
42,3-TwoStageMixtureNoScaling,exp_78,1.0,0.1634,0.6799999999999999,0.0,1.0,0.5,0.8,0.5,0.6,0.2,0.4,0.4,1.0,TwoStageMixtureNoScaling,0.2333,0.9999
43,3-TwoStageMixtureNoScaling,exp_20,1.0,0.388,0.8300000000000001,0.0,0.0,0.5,0.28,0.5,0.6,0.17,0.43,0.4,1.0,TwoStageMixtureNoScaling,0.5438,0.982
44,3-TwoStageMixtureNoScaling,exp_90,1.0,0.182,0.4,0.0,0.0,0.5,0.5,0.5,0.4,0.38,0.3,0.6,1.0,TwoStageMixtureNoScaling,0.6724,0.9543
45,3-TwoStageMixtureNoScaling,exp_69,1.0,0.3675,0.52,1.0,0.0,0.4,0.72,0.6,0.5,0.51,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.6382,0.9634
46,3-TwoStageMixtureNoScaling,exp_52,1.0,1.0545,0.82,0.0,0.0,0.5,0.49,0.5,0.6,0.32,0.6900000000000001,0.4,1.0,TwoStageMixtureNoScaling,0.5767,0.9765
47,3-TwoStageMixtureNoScaling,exp_15,1.0,0.3405,0.5,1.0,1.0,0.4,0.7,0.6,0.5,0.29,0.18,0.5,1.0,TwoStageMixtureNoScaling,0.4288,0.9945
48,3-TwoStageMixtureNoScaling,exp_101,1.0,0.1315,0.6900000000000001,1.0,0.0,0.4,0.58,0.6,0.5,0.38,0.49,0.5,1.0,TwoStageMixtureNoScaling,0.5837,0.9752
49,3-TwoStageMixtureNoScaling,exp_26,1.0,0.3215,0.3,0.0,0.0,0.5,0.3,0.5,0.4,0.17,0.2,0.6,1.0,TwoStageMixtureNoScaling,0.428,0.9946
50,3-TwoStageMixtureNoScaling,exp_53,1.0,0.2606,0.82,1.0,0.0,0.4,0.49,0.6,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.5232,0.985
51,3-TwoStageMixtureNoScaling,exp_108,1.0,0.3071,0.3,0.0,0.0,0.5,0.78,0.5,0.6,0.4,0.21,0.4,1.0,TwoStageMixtureNoScaling,0.3906,0.9968
52,3-TwoStageMixtureNoScaling,exp_25,1.0,0.2962,0.3,1.0,1.0,0.6,0.3,0.4,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.6047,0.971
53,3-TwoStageMixtureNoScaling,exp_27,1.0,0.3476,0.3,1.0,0.0,0.6,0.3,0.4,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.4715,0.991
54,3-TwoStageMixtureNoScaling,exp_45,1.0,1.0792,0.79,1.0,0.0,0.4,0.81,0.6,0.5,0.48,0.1699999999999999,0.5,1.0,TwoStageMixtureNoScaling,0.8183,0.8956
55,3-TwoStageMixtureNoScaling,exp_88,1.0,0.7646,0.4,0.0,1.0,0.5,0.5,0.5,0.4,0.38,0.3,0.6,1.0,TwoStageMixtureNoScaling,0.8722,0.8621
56,3-TwoStageMixtureNoScaling,catch_1,0.0,0.9242,0.5900000000000001,1.0,1.0,0.5,0.29,0.5,0.5,0.41,0.42,0.5,0.0,TwoStageMixtureNoScaling,0.5363,0.0169
57,3-TwoStageMixtureNoScaling,exp_50,1.0,0.2112,0.82,0.0,0.0,0.5,0.49,0.5,0.4,0.32,0.6900000000000001,0.6,1.0,TwoStageMixtureNoScaling,0.4314,0.9944
58,3-TwoStageMixtureNoScaling,exp_98,1.0,0.4292,0.6900000000000001,0.0,0.0,0.5,0.58,0.5,0.4,0.38,0.49,0.6,1.0,TwoStageMixtureNoScaling,0.4803,0.9901
59,3-TwoStageMixtureNoScaling,exp_115,1.0,0.3375,0.79,1.0,0.0,0.6,0.49,0.4,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.3602,0.9981
60,3-TwoStageMixtureNoScaling,exp_57,1.0,0.7361,0.62,1.0,1.0,0.6,0.41,0.4,0.5,0.21,0.18,0.5,1.0,TwoStageMixtureNoScaling,0.5905,0.9739
61,3-TwoStageMixtureNoScaling,exp_18,1.0,0.509,0.8300000000000001,0.0,0.0,0.5,0.28,0.5,0.4,0.17,0.43,0.6,1.0,TwoStageMixtureNoScaling,0.4805,0.9901
62,3-TwoStageMixtureNoScaling,exp_102,1.0,0.9459,0.6900000000000001,0.0,1.0,0.5,0.58,0.5,0.6,0.38,0.49,0.4,1.0,TwoStageMixtureNoScaling,0.8169,0.8964
63,3-TwoStageMixtureNoScaling,exp_117,1.0,0.0833,0.79,1.0,0.0,0.4,0.49,0.6,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.3602,0.9981
64,3-TwoStageMixtureNoScaling,exp_19,1.0,0.164,0.8300000000000001,1.0,0.0,0.6,0.28,0.4,0.5,0.17,0.43,0.5,1.0,TwoStageMixtureNoScaling,0.5548,0.9803
65,3-TwoStageMixtureNoScaling,exp_40,1.0,1.0352,0.79,0.0,1.0,0.5,0.81,0.5,0.4,0.48,0.1699999999999999,0.6,1.0,TwoStageMixtureNoScaling,0.8196,0.8949
66,3-TwoStageMixtureNoScaling,exp_3,1.0,1.0153,0.8300000000000001,1.0,0.0,0.6,0.79,0.4,0.5,0.49,0.53,0.5,1.0,TwoStageMixtureNoScaling,0.5645,0.9786
67,3-TwoStageMixtureNoScaling,exp_22,1.0,0.4777,0.8300000000000001,0.0,1.0,0.5,0.28,0.5,0.6,0.17,0.43,0.4,1.0,TwoStageMixtureNoScaling,0.709,0.9429
68,3-TwoStageMixtureNoScaling,exp_82,1.0,0.2058,0.8099999999999999,0.0,0.0,0.5,0.61,0.5,0.4,0.29,0.22,0.6,1.0,TwoStageMixtureNoScaling,0.3849,0.9971
69,3-TwoStageMixtureNoScaling,catch_5,0.0,0.2718,0.43,1.0,1.0,0.5,0.4,0.5,0.5,0.49,0.32,0.5,0.0,TwoStageMixtureNoScaling,0.7272,0.0627
70,3-TwoStageMixtureNoScaling,catch_12,0.0,0.1671,0.6,0.0,1.0,0.5,0.23,0.5,0.5,0.47,0.5,0.5,0.0,TwoStageMixtureNoScaling,0.3086,0.0007
71,3-TwoStageMixtureNoScaling,exp_31,1.0,0.7375,0.3,1.0,1.0,0.4,0.3,0.6,0.5,0.17,0.2,0.5,1.0,TwoStageMixtureNoScaling,0.6047,0.971
72,3-TwoStageMixtureNoScaling,catch_18,0.0,0.4482,0.38,0.0,1.0,0.5,0.19,0.5,0.5,0.37,0.31,0.5,0.0,TwoStageMixtureNoScaling,0.3557,0.0018
73,3-TwoStageMixtureNoScaling,exp_44,0.0,0.3637,0.79,0.0,0.0,0.5,0.81,0.5,0.6,0.48,0.1699999999999999,0.4,0.0,TwoStageMixtureNoScaling,0.8152,0.8973
74,3-TwoStageMixtureNoScaling,exp_17,1.0,1.298,0.8300000000000001,1.0,1.0,0.6,0.28,0.4,0.5,0.17,0.43,0.5,1.0,TwoStageMixtureNoScaling,0.7243,0.9376
75,3-TwoStageMixtureNoScaling,exp_111,1.0,0.7125,0.3,1.0,1.0,0.4,0.78,0.6,0.5,0.4,0.21,0.5,1.0,TwoStageMixtureNoScaling,0.505,0.9873
76,3-TwoStageMixtureNoScaling,exp_14,1.0,0.2752,0.5,0.0,1.0,0.5,0.7,0.5,0.6,0.29,0.18,0.4,1.0,TwoStageMixtureNoScaling,0.4009,0.9963
77,3-TwoStageMixtureNoScaling,exp_70,1.0,0.4198,0.52,0.0,1.0,0.5,0.72,0.5,0.6,0.51,0.42,0.4,1.0,TwoStageMixtureNoScaling,0.8965,0.8438
78,3-TwoStageMixtureNoScaling,exp_62,1.0,0.5469,0.62,0.0,1.0,0.5,0.41,0.5,0.6,0.21,0.18,0.4,1.0,TwoStageMixtureNoScaling,0.5505,0.981
79,3-TwoStageMixtureNoScaling,exp_109,1.0,0.2152,0.3,1.0,0.0,0.4,0.78,0.6,0.5,0.4,0.21,0.5,1.0,TwoStageMixtureNoScaling,0.4041,0.9961
80,3-TwoStageMixtureNoScaling,exp_32,1.0,1.2543,0.32,0.0,1.0,0.5,0.79,0.5,0.4,0.7,0.2,0.6,1.0,TwoStageMixtureNoScaling,1.0615,0.5614
81,3-TwoStageMixtureNoScaling,exp_51,1.0,0.2454,0.82,1.0,0.0,0.6,0.49,0.4,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.5232,0.985
82,3-TwoStageMixtureNoScaling,exp_21,1.0,0.1757,0.8300000000000001,1.0,0.0,0.4,0.28,0.6,0.5,0.17,0.43,0.5,1.0,TwoStageMixtureNoScaling,0.5548,0.9803
83,3-TwoStageMixtureNoScaling,exp_65,1.0,1.2745,0.52,1.0,1.0,0.6,0.72,0.4,0.5,0.51,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.8325,0.8876
84,3-TwoStageMixtureNoScaling,exp_105,1.0,0.3144,0.3,1.0,1.0,0.6,0.78,0.4,0.5,0.4,0.21,0.5,1.0,TwoStageMixtureNoScaling,0.505,0.9873
85,3-TwoStageMixtureNoScaling,exp_119,1.0,0.2435,0.79,1.0,1.0,0.4,0.49,0.6,0.5,0.22,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.4407,0.9937
86,3-TwoStageMixtureNoScaling,exp_38,0.0,1.2529,0.32,0.0,1.0,0.5,0.79,0.5,0.6,0.7,0.2,0.4,0.0,TwoStageMixtureNoScaling,1.0537,0.3854
87,3-TwoStageMixtureNoScaling,exp_85,1.0,0.63,0.8099999999999999,1.0,0.0,0.4,0.61,0.6,0.5,0.29,0.22,0.5,1.0,TwoStageMixtureNoScaling,0.464,0.9917
88,3-TwoStageMixtureNoScaling,exp_5,1.0,0.3731,0.8300000000000001,1.0,0.0,0.4,0.79,0.6,0.5,0.49,0.53,0.5,1.0,TwoStageMixtureNoScaling,0.5645,0.9786
89,3-TwoStageMixtureNoScaling,exp_79,1.0,0.0515,0.6799999999999999,1.0,1.0,0.4,0.8,0.6,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2406,0.9999
90,3-TwoStageMixtureNoScaling,catch_10,0.0,0.3553,0.32,0.0,1.0,0.5,0.31,0.5,0.5,0.51,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.4268,0.0053
91,3-TwoStageMixtureNoScaling,exp_11,1.0,0.4459,0.5,1.0,0.0,0.6,0.7,0.4,0.5,0.29,0.18,0.5,1.0,TwoStageMixtureNoScaling,0.3519,0.9983
92,3-TwoStageMixtureNoScaling,exp_49,1.0,0.2029,0.82,1.0,1.0,0.6,0.49,0.4,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.6798,0.9521
93,3-TwoStageMixtureNoScaling,exp_2,1.0,0.3455,0.8300000000000001,0.0,0.0,0.5,0.79,0.5,0.4,0.49,0.53,0.6,1.0,TwoStageMixtureNoScaling,0.4318,0.9943
94,3-TwoStageMixtureNoScaling,exp_86,1.0,0.2527,0.8099999999999999,0.0,1.0,0.5,0.61,0.5,0.6,0.29,0.22,0.4,1.0,TwoStageMixtureNoScaling,0.5649,0.9786
95,3-TwoStageMixtureNoScaling,exp_6,1.0,2.3656,0.8300000000000001,0.0,1.0,0.5,0.79,0.5,0.6,0.49,0.53,0.4,1.0,TwoStageMixtureNoScaling,0.84,0.8832
96,3-TwoStageMixtureNoScaling,exp_87,1.0,0.3982,0.8099999999999999,1.0,1.0,0.4,0.61,0.6,0.5,0.29,0.22,0.5,1.0,TwoStageMixtureNoScaling,0.5937,0.9733
97,3-TwoStageMixtureNoScaling,exp_61,1.0,0.2281,0.62,1.0,0.0,0.4,0.41,0.6,0.5,0.21,0.18,0.5,1.0,TwoStageMixtureNoScaling,0.4619,0.9919
98,3-TwoStageMixtureNoScaling,exp_106,1.0,0.2101,0.3,0.0,0.0,0.5,0.78,0.5,0.4,0.4,0.21,0.6,1.0,TwoStageMixtureNoScaling,0.3586,0.9981
99,3-TwoStageMixtureNoScaling,exp_72,1.0,0.3161,0.6799999999999999,0.0,1.0,0.5,0.8,0.5,0.4,0.2,0.4,0.6,1.0,TwoStageMixtureNoScaling,0.2117,1.0
100,3-TwoStageMixtureNoScaling,exp_54,1.0,0.8425,0.82,0.0,1.0,0.5,0.49,0.5,0.6,0.32,0.6900000000000001,0.4,1.0,TwoStageMixtureNoScaling,0.7542,0.9261
101,3-TwoStageMixtureNoScaling,exp_75,1.0,0.2301,0.6799999999999999,1.0,0.0,0.6,0.8,0.4,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2137,1.0
102,3-TwoStageMixtureNoScaling,exp_112,1.0,0.4076,0.79,0.0,1.0,0.5,0.49,0.5,0.4,0.22,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.3712,0.9976
103,3-TwoStageMixtureNoScaling,catch_15,0.0,0.612,0.49,1.0,1.0,0.5,0.22,0.5,0.5,0.49,0.3,0.5,0.0,TwoStageMixtureNoScaling,0.3016,0.0006
104,3-TwoStageMixtureNoScaling,catch_19,0.0,1.6921,0.48,1.0,1.0,0.5,0.48,0.5,0.5,0.59,0.31,0.5,0.0,TwoStageMixtureNoScaling,0.6576,0.0413
105,3-TwoStageMixtureNoScaling,exp_66,1.0,0.6783,0.52,0.0,0.0,0.5,0.72,0.5,0.4,0.51,0.42,0.6,1.0,TwoStageMixtureNoScaling,0.5293,0.9841
106,3-TwoStageMixtureNoScaling,exp_4,1.0,0.3981,0.8300000000000001,0.0,0.0,0.5,0.79,0.5,0.6,0.49,0.53,0.4,1.0,TwoStageMixtureNoScaling,0.6444,0.9618
107,3-TwoStageMixtureNoScaling,catch_11,0.0,0.1663,0.5,1.0,1.0,0.5,0.18,0.5,0.5,0.58,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.2206,0.0
108,3-TwoStageMixtureNoScaling,exp_34,0.0,1.9178,0.32,0.0,0.0,0.5,0.79,0.5,0.4,0.7,0.2,0.6,0.0,TwoStageMixtureNoScaling,0.9369,0.8076
109,3-TwoStageMixtureNoScaling,exp_83,1.0,0.4678,0.8099999999999999,1.0,0.0,0.6,0.61,0.4,0.5,0.29,0.22,0.5,1.0,TwoStageMixtureNoScaling,0.464,0.9917
110,3-TwoStageMixtureNoScaling,exp_56,1.0,0.2671,0.62,0.0,1.0,0.5,0.41,0.5,0.4,0.21,0.18,0.6,1.0,TwoStageMixtureNoScaling,0.5033,0.9875
111,3-TwoStageMixtureNoScaling,exp_28,1.0,0.7184,0.3,0.0,0.0,0.5,0.3,0.5,0.6,0.17,0.2,0.4,1.0,TwoStageMixtureNoScaling,0.4445,0.9934
112,3-TwoStageMixtureNoScaling,exp_13,1.0,0.1266,0.5,1.0,0.0,0.4,0.7,0.6,0.5,0.29,0.18,0.5,1.0,TwoStageMixtureNoScaling,0.3519,0.9983
113,3-TwoStageMixtureNoScaling,catch_16,0.0,1.6076,0.78,0.0,1.0,0.5,0.32,0.5,0.5,0.37,0.6799999999999999,0.5,0.0,TwoStageMixtureNoScaling,0.793,0.0896
114,3-TwoStageMixtureNoScaling,catch_13,0.0,0.4462,0.2799999999999999,1.0,1.0,0.5,0.21,0.5,0.5,0.52,0.18,0.5,0.0,TwoStageMixtureNoScaling,0.2987,0.0005
115,3-TwoStageMixtureNoScaling,exp_24,1.0,0.4194,0.3,0.0,1.0,0.5,0.3,0.5,0.4,0.17,0.2,0.6,1.0,TwoStageMixtureNoScaling,0.5404,0.9825
116,3-TwoStageMixtureNoScaling,exp_92,1.0,0.4229,0.4,0.0,0.0,0.5,0.5,0.5,0.6,0.38,0.3,0.4,1.0,TwoStageMixtureNoScaling,0.7723,0.9183
117,3-TwoStageMixtureNoScaling,exp_39,1.0,0.4988,0.32,1.0,1.0,0.4,0.79,0.6,0.5,0.7,0.2,0.5,1.0,TwoStageMixtureNoScaling,1.0636,0.438
118,3-TwoStageMixtureNoScaling,exp_97,0.0,0.2922,0.6900000000000001,1.0,1.0,0.6,0.58,0.4,0.5,0.38,0.49,0.5,0.0,TwoStageMixtureNoScaling,0.7635,0.9222
119,3-TwoStageMixtureNoScaling,exp_55,1.0,0.7953,0.82,1.0,1.0,0.4,0.49,0.6,0.5,0.32,0.6900000000000001,0.5,1.0,TwoStageMixtureNoScaling,0.6798,0.9521
120,3-TwoStageMixtureNoScaling,exp_71,1.0,0.4999,0.52,1.0,1.0,0.4,0.72,0.6,0.5,0.51,0.42,0.5,1.0,TwoStageMixtureNoScaling,0.8325,0.8876
121,3-TwoStageMixtureNoScaling,exp_100,1.0,0.2438,0.6900000000000001,0.0,0.0,0.5,0.58,0.5,0.6,0.38,0.49,0.4,1.0,TwoStageMixtureNoScaling,0.6253,0.9665
122,3-TwoStageMixtureNoScaling,catch_14,0.0,1.5701,0.79,0.0,1.0,0.5,0.22,0.5,0.5,0.28,0.41,0.5,0.0,TwoStageMixtureNoScaling,0.5994,0.0278
123,3-TwoStageMixtureNoScaling,exp_33,1.0,3.9761,0.32,1.0,1.0,0.6,0.79,0.4,0.5,0.7,0.2,0.5,1.0,TwoStageMixtureNoScaling,1.0636,0.438
124,3-TwoStageMixtureNoScaling,exp_41,0.0,0.6572,0.79,1.0,1.0,0.6,0.81,0.4,0.5,0.48,0.1699999999999999,0.5,0.0,TwoStageMixtureNoScaling,1.0045,0.7204
125,3-TwoStageMixtureNoScaling,exp_0,1.0,1.1701,0.8300000000000001,0.0,1.0,0.5,0.79,0.5,0.4,0.49,0.53,0.6,1.0,TwoStageMixtureNoScaling,0.5461,0.9816
126,3-TwoStageMixtureNoScaling,exp_93,1.0,0.3669,0.4,1.0,0.0,0.4,0.5,0.6,0.5,0.38,0.3,0.5,1.0,TwoStageMixtureNoScaling,0.7563,0.9252
127,3-TwoStageMixtureNoScaling,exp_81,1.0,0.1745,0.8099999999999999,1.0,1.0,0.6,0.61,0.4,0.5,0.29,0.22,0.5,1.0,TwoStageMixtureNoScaling,0.5937,0.9733
128,3-TwoStageMixtureNoScaling,exp_12,1.0,0.3522,0.5,0.0,0.0,0.5,0.7,0.5,0.6,0.29,0.18,0.4,1.0,TwoStageMixtureNoScaling,0.3324,0.9989
129,3-TwoStageMixtureNoScaling,exp_77,1.0,0.3243,0.6799999999999999,1.0,0.0,0.4,0.8,0.6,0.5,0.2,0.4,0.5,1.0,TwoStageMixtureNoScaling,0.2137,1.0
130,3-TwoStageMixtureNoScaling,exp_103,1.0,0.346,0.6900000000000001,1.0,1.0,0.4,0.58,0.6,0.5,0.38,0.49,0.5,1.0,TwoStageMixtureNoScaling,0.7635,0.9222
131,3-TwoStageMixtureNoScaling,exp_48,1.0,0.1303,0.82,0.0,1.0,0.5,0.49,0.5,0.4,0.32,0.6900000000000001,0.6,1.0,TwoStageMixtureNoScaling,0.5454,0.9818
132,3-TwoStageMixtureNoScaling,exp_76,1.0,0.238,0.6799999999999999,0.0,0.0,0.5,0.8,0.5,0.6,0.2,0.4,0.4,1.0,TwoStageMixtureNoScaling,0.2078,1.0
