,subject_id,condition,choice,rt,presentation01,p0,p1,g1,last_stage_favours,m1,m0,g0,choice_formatted,model,pred_mean_rt,pred_p_choose_0
11,174-attributes,exp_113,0.0,1.03760000000149,1.0,0.49,0.22,0.5,1.0,0.79,0.42000000000000004,0.5,1.0,TwoStageWithin,0.8715,0.7681
12,174-attributes,catch_7,1.0,0.6385999999996275,1.0,0.28,0.48,0.5,1.0,0.52,0.21000000000000002,0.5,0.0,TwoStageWithin,0.4486,0.0131
13,174-attributes,exp_15,1.0,0.48459999999962744,1.0,0.7,0.29,0.5,1.0,0.5,0.18,0.5,0.0,TwoStageWithin,0.9604,0.5208
14,174-attributes,catch_3,1.0,1.0207999999988824,1.0,0.19,0.38,0.5,1.0,0.6799999999999999,0.58,0.5,0.0,TwoStageWithin,0.5586,0.0352
15,174-attributes,exp_1,0.0,0.7712999999988824,1.0,0.79,0.49,0.5,1.0,0.8300000000000001,0.53,0.5,1.0,TwoStageWithin,0.9014,0.7225
16,174-attributes,exp_59,1.0,0.3547999999988824,1.0,0.41,0.21,0.5,0.0,0.62,0.18,0.5,0.0,TwoStageWithin,0.9081,0.2838
17,174-attributes,exp_107,0.0,0.4425,1.0,0.78,0.4,0.5,0.0,0.3,0.21000000000000002,0.5,1.0,TwoStageWithin,0.8454,0.8001
18,174-attributes,exp_3,1.0,0.7849000000003725,1.0,0.79,0.49,0.5,0.0,0.8300000000000001,0.53,0.5,0.0,TwoStageWithin,0.9014,0.7225
19,174-attributes,exp_9,0.0,1.11510000000149,1.0,0.7,0.29,0.5,1.0,0.5,0.18,0.5,1.0,TwoStageWithin,0.9604,0.5208
20,174-attributes,exp_25,0.0,0.5667000000011175,1.0,0.3,0.17,0.5,1.0,0.3,0.2,0.5,1.0,TwoStageWithin,0.9533,0.5802
21,174-attributes,exp_67,0.0,2.311,1.0,0.72,0.51,0.5,0.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.8808,0.7553
22,174-attributes,catch_9,1.0,0.3775,1.0,0.48,0.72,0.5,1.0,0.4,0.18,0.5,0.0,TwoStageWithin,0.4147,0.0089
23,174-attributes,exp_47,1.0,0.25359999999962746,1.0,0.81,0.48,0.5,1.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.4341,0.0112
24,174-attributes,exp_19,1.0,0.2775,1.0,0.28,0.17,0.5,0.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.9596,0.4583
25,174-attributes,exp_99,0.0,1.8885,1.0,0.58,0.38,0.5,0.0,0.6900000000000001,0.49000000000000005,0.5,1.0,TwoStageWithin,0.9124,0.702
26,174-attributes,exp_91,1.0,0.27719999999925493,1.0,0.5,0.38,0.5,0.0,0.4,0.3,0.5,0.0,TwoStageWithin,0.9599,0.5284
27,174-attributes,exp_101,0.0,0.6371999999992549,1.0,0.58,0.38,0.5,0.0,0.6900000000000001,0.49000000000000005,0.5,1.0,TwoStageWithin,0.9124,0.702
28,174-attributes,catch_1,1.0,0.5424000000003726,1.0,0.29,0.41,0.5,1.0,0.5900000000000001,0.42000000000000004,0.5,0.0,TwoStageWithin,0.6525,0.0667
29,174-attributes,catch_5,1.0,0.5585999999996275,1.0,0.4,0.49,0.5,1.0,0.43,0.32,0.5,0.0,TwoStageWithin,0.7728,0.1326
30,174-attributes,exp_89,0.0,0.4275999999996274,1.0,0.5,0.38,0.5,1.0,0.4,0.3,0.5,1.0,TwoStageWithin,0.9599,0.5284
31,174-attributes,exp_73,0.0,0.4213000000007451,1.0,0.8,0.2,0.5,1.0,0.6799999999999999,0.4,0.5,1.0,TwoStageWithin,0.4028,0.9924
32,174-attributes,exp_37,1.0,0.9708000000007452,1.0,0.79,0.7,0.5,0.0,0.32,0.2,0.5,0.0,TwoStageWithin,0.8497,0.2012
33,174-attributes,exp_11,1.0,0.332,1.0,0.7,0.29,0.5,0.0,0.5,0.18,0.5,0.0,TwoStageWithin,0.9604,0.5208
34,174-attributes,exp_65,0.0,1.116,1.0,0.72,0.51,0.5,1.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.8808,0.7553
35,174-attributes,exp_85,1.0,0.4349000000003725,1.0,0.61,0.29,0.5,0.0,0.8099999999999999,0.22000000000000003,0.5,0.0,TwoStageWithin,0.8292,0.1798
36,174-attributes,catch_19,1.0,0.6954000000003725,1.0,0.48,0.59,0.5,1.0,0.48,0.31,0.5,0.0,TwoStageWithin,0.6034,0.0485
37,174-attributes,catch_11,1.0,0.4954000000003725,1.0,0.18,0.58,0.5,1.0,0.5,0.16999999999999996,0.5,0.0,TwoStageWithin,0.3259,0.0023
38,174-attributes,exp_33,1.0,0.3195,1.0,0.79,0.7,0.5,1.0,0.32,0.2,0.5,0.0,TwoStageWithin,0.8497,0.2012
39,174-attributes,exp_63,1.0,0.3995999999996274,1.0,0.41,0.21,0.5,1.0,0.62,0.18,0.5,0.0,TwoStageWithin,0.9081,0.2838
40,174-attributes,exp_75,0.0,0.3427999999988824,1.0,0.8,0.2,0.5,0.0,0.6799999999999999,0.4,0.5,1.0,TwoStageWithin,0.4028,0.9924
41,174-attributes,exp_81,1.0,0.7321999999992549,1.0,0.61,0.29,0.5,1.0,0.8099999999999999,0.22000000000000003,0.5,0.0,TwoStageWithin,0.8292,0.1798
42,174-attributes,exp_79,0.0,0.32260000000149014,1.0,0.8,0.2,0.5,1.0,0.6799999999999999,0.4,0.5,1.0,TwoStageWithin,0.4028,0.9924
43,174-attributes,exp_77,0.0,0.25809999999962746,1.0,0.8,0.2,0.5,0.0,0.6799999999999999,0.4,0.5,1.0,TwoStageWithin,0.4028,0.9924
44,174-attributes,exp_119,0.0,2.2037000000011178,1.0,0.49,0.22,0.5,1.0,0.79,0.42000000000000004,0.5,1.0,TwoStageWithin,0.8715,0.7681
45,174-attributes,catch_15,1.0,0.9813000000007451,1.0,0.22,0.49,0.5,1.0,0.49000000000000005,0.3,0.5,0.0,TwoStageWithin,0.474,0.017
46,174-attributes,exp_93,0.0,1.113199999999255,1.0,0.5,0.38,0.5,0.0,0.4,0.3,0.5,1.0,TwoStageWithin,0.9599,0.5284
47,174-attributes,exp_83,1.0,0.3399000000003725,1.0,0.61,0.29,0.5,0.0,0.8099999999999999,0.22000000000000003,0.5,0.0,TwoStageWithin,0.8292,0.1798
48,174-attributes,exp_41,1.0,0.5886999999992549,1.0,0.81,0.48,0.5,1.0,0.79,0.16999999999999996,0.5,0.0,TwoStageWithin,0.4341,0.0112
49,174-attributes,catch_13,1.0,0.25790000000037255,1.0,0.21,0.52,0.5,1.0,0.27999999999999997,0.18,0.5,0.0,TwoStageWithin,0.6328,0.0589
50,174-attributes,exp_31,0.0,0.3425999999996275,1.0,0.3,0.17,0.5,1.0,0.3,0.2,0.5,1.0,TwoStageWithin,0.9533,0.5802
51,174-attributes,exp_55,0.0,0.30880000000074503,1.0,0.49,0.32,0.5,1.0,0.82,0.6900000000000001,0.5,1.0,TwoStageWithin,0.7706,0.8674
52,174-attributes,exp_105,0.0,0.7521999999992549,1.0,0.78,0.4,0.5,1.0,0.3,0.21000000000000002,0.5,1.0,TwoStageWithin,0.8454,0.8001
53,174-attributes,exp_109,0.0,0.5402000000011176,1.0,0.78,0.4,0.5,0.0,0.3,0.21000000000000002,0.5,1.0,TwoStageWithin,0.8454,0.8001
54,174-attributes,exp_87,1.0,0.6280999999996275,1.0,0.61,0.29,0.5,1.0,0.8099999999999999,0.22000000000000003,0.5,0.0,TwoStageWithin,0.8292,0.1798
55,174-attributes,exp_95,1.0,0.492,1.0,0.5,0.38,0.5,1.0,0.4,0.3,0.5,0.0,TwoStageWithin,0.9599,0.5284
56,174-attributes,exp_49,0.0,0.5666999999992549,1.0,0.49,0.32,0.5,1.0,0.82,0.6900000000000001,0.5,1.0,TwoStageWithin,0.7706,0.8674
57,174-attributes,exp_17,1.0,0.47509999999962743,1.0,0.28,0.17,0.5,1.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.9596,0.4583
58,174-attributes,exp_7,0.0,0.6312999999988824,1.0,0.79,0.49,0.5,1.0,0.8300000000000001,0.53,0.5,1.0,TwoStageWithin,0.9014,0.7225
59,174-attributes,exp_51,1.0,0.5015999999996275,1.0,0.49,0.32,0.5,0.0,0.82,0.6900000000000001,0.5,0.0,TwoStageWithin,0.7706,0.8674
60,174-attributes,exp_111,0.0,0.384,1.0,0.78,0.4,0.5,1.0,0.3,0.21000000000000002,0.5,1.0,TwoStageWithin,0.8454,0.8001
61,174-attributes,exp_13,0.0,0.711,1.0,0.7,0.29,0.5,0.0,0.5,0.18,0.5,1.0,TwoStageWithin,0.9604,0.5208
62,174-attributes,exp_39,1.0,0.4111999999992549,1.0,0.79,0.7,0.5,1.0,0.32,0.2,0.5,0.0,TwoStageWithin,0.8497,0.2012
63,174-attributes,exp_21,1.0,0.31519999999925497,1.0,0.28,0.17,0.5,0.0,0.8300000000000001,0.43,0.5,0.0,TwoStageWithin,0.9596,0.4583
64,174-attributes,exp_103,1.0,0.4076999999992549,1.0,0.58,0.38,0.5,1.0,0.6900000000000001,0.49000000000000005,0.5,0.0,TwoStageWithin,0.9124,0.702
65,174-attributes,exp_61,1.0,0.48459999999962744,1.0,0.41,0.21,0.5,0.0,0.62,0.18,0.5,0.0,TwoStageWithin,0.9081,0.2838
66,174-attributes,exp_97,0.0,0.5734000000003725,1.0,0.58,0.38,0.5,1.0,0.6900000000000001,0.49000000000000005,0.5,1.0,TwoStageWithin,0.9124,0.702
67,174-attributes,exp_5,0.0,0.6925,1.0,0.79,0.49,0.5,0.0,0.8300000000000001,0.53,0.5,1.0,TwoStageWithin,0.9014,0.7225
68,174-attributes,exp_71,0.0,0.5573000000007451,1.0,0.72,0.51,0.5,1.0,0.52,0.42000000000000004,0.5,1.0,TwoStageWithin,0.8808,0.7553
69,174-attributes,catch_17,1.0,0.4315,1.0,0.4,0.68,0.5,1.0,0.3,0.22000000000000003,0.5,0.0,TwoStageWithin,0.6131,0.0518
